49	26	44	53	53	53	58	58	58	74	45	1	0	77	59	17	60	55	49	49	23	23	114	114	48	49	49	75	52	28	97	24	24	79	79	79	51	55	53	53	53	105	105	34	34	34	34	107	107	45	45	45	29	25	74	9	56	16	37	37	37	37	51	19	73	73	58	58	58	22	38	38	38	82	82	82	104	104	13	74	88	49	49	77	77	77	52	58	39	39	39	91	91	83	83	83	83	36	36	36	41	35	46	46	38	24	40	40	72	44	44	44	44	42	36	36	36	36	78	78	54	40	39	39	86	77	74	74	74	74	49	57	57	57
28	54	81	45	45	45	90	90	90	20	81	77	77	0	91	89	59	66	47	47	57	57	60	60	33	80	80	26	39	63	20	62	62	107	107	107	45	59	44	44	44	51	51	53	53	53	53	52	52	82	82	82	80	57	20	71	29	64	60	60	60	60	26	83	46	46	70	70	70	85	61	61	61	20	20	20	49	49	67	20	31	47	47	33	33	33	69	57	44	44	44	26	26	31	31	31	31	87	87	87	43	45	32	32	46	61	42	42	23	40	40	40	40	38	50	50	50	50	17	17	65	44	59	59	9	1	20	20	20	20	28	65	65	65
80	57	17	47	47	47	1	1	1	105	17	59	59	91	0	52	43	29	46	46	55	55	147	147	62	11	11	106	94	42	93	58	58	28	28	28	46	36	48	48	48	137	137	47	47	47	47	139	139	16	16	16	32	52	105	57	86	56	40	40	40	40	78	51	61	61	31	31	31	47	39	39	39	78	78	78	136	136	58	105	118	46	46	110	110	110	26	42	56	56	56	86	86	114	114	114	114	33	33	33	76	65	83	83	69	61	74	74	103	58	58	58	58	67	50	50	50	50	103	103	31	57	42	42	89	91	105	105	105	105	80	34	34	34
63	35	41	62	62	62	51	51	51	89	42	17	17	89	52	0	66	55	57	57	32	32	129	129	57	48	48	89	67	34	106	35	35	73	73	73	59	61	61	61	61	119	119	43	43	43	43	121	121	43	43	43	20	32	89	20	70	25	43	43	43	43	64	6	81	81	57	57	57	5	45	45	45	91	91	91	118	118	24	89	103	57	57	91	91	91	52	64	47	47	47	100	100	97	97	97	97	25	25	25	56	47	60	60	52	37	54	54	86	52	52	52	52	52	45	45	45	45	93	93	56	48	47	47	97	89	89	89	89	89	63	60	60	60
49	36	38	15	15	15	42	42	42	73	38	60	60	59	43	66	0	16	17	17	37	37	114	114	30	32	32	74	63	32	58	41	41	50	50	50	15	9	16	16	16	105	105	27	27	27	27	107	107	38	38	38	50	36	74	50	54	44	23	23	23	23	46	60	23	23	13	13	13	62	21	21	21	44	44	44	103	103	50	73	85	17	17	78	78	78	18	1	29	29	29	47	47	82	82	82	82	55	55	55	44	36	52	52	41	41	42	42	71	27	27	27	27	35	25	25	25	25	72	72	15	29	21	21	57	59	74	74	74	74	49	9	9	9
55	38	24	22	22	22	29	29	29	80	24	55	55	66	29	55	16	0	22	22	37	37	122	122	37	18	18	81	69	27	67	40	40	42	42	42	21	7	23	23	23	112	112	27	27	27	27	114	114	24	24	24	38	35	80	46	61	43	22	22	22	22	53	50	35	35	4	4	4	51	20	20	20	52	52	52	111	111	47	80	93	22	22	85	85	85	4	15	34	34	34	59	59	89	89	89	89	42	42	42	51	43	59	59	48	42	49	49	78	34	34	34	34	42	29	29	29	29	79	79	1	35	22	22	65	66	80	80	80	80	55	7	7	7
36	23	34	4	4	4	45	45	45	61	35	49	49	47	46	57	17	22	0	1	25	25	103	103	18	35	35	62	50	27	58	30	30	63	63	63	2	17	4	4	4	93	93	19	19	19	19	95	95	36	36	36	46	25	61	39	42	33	18	18	18	18	34	52	26	26	26	26	26	54	17	17	17	43	43	43	92	92	39	61	74	1	1	66	66	66	25	15	13	13	13	51	51	70	70	70	70	51	51	51	32	24	40	40	29	29	30	30	59	12	12	12	12	23	16	16	16	16	59	59	21	12	16	16	51	47	61	61	61	61	36	22	22	22
36	23	34	4	4	4	45	45	45	61	35	49	49	47	46	57	17	22	1	0	25	25	103	103	18	35	35	62	50	27	58	30	30	63	63	63	2	17	4	4	4	93	93	19	19	19	19	95	95	36	36	36	46	25	61	39	42	33	18	18	18	18	34	52	26	26	26	26	26	54	17	17	17	43	43	43	92	92	39	61	74	1	1	66	66	66	25	15	13	13	13	51	51	70	70	70	70	51	51	51	32	24	40	40	29	29	30	30	59	12	12	12	12	23	16	16	16	16	59	59	21	12	16	16	51	47	61	61	61	61	36	22	22	22
34	3	42	30	30	30	54	54	54	59	42	23	23	57	55	32	37	37	25	25	0	1	100	100	25	44	44	59	46	16	74	5	5	76	76	76	28	34	30	30	30	91	91	11	11	11	11	92	92	43	43	43	31	5	59	14	39	8	15	15	15	15	32	27	50	50	40	40	40	30	17	17	17	59	59	59	89	89	14	59	74	25	25	63	63	63	39	35	16	16	16	68	68	68	68	68	68	39	39	39	27	15	37	37	20	6	26	26	56	20	20	20	20	20	13	13	13	13	63	63	36	16	16	16	65	57	59	59	59	59	34	37	37	37
34	3	42	30	30	30	54	54	54	59	42	23	23	57	55	32	37	37	25	25	1	0	100	100	25	44	44	59	46	16	74	5	5	76	76	76	28	34	30	30	30	91	91	11	11	11	11	92	92	43	43	43	31	5	59	14	39	8	15	15	15	15	32	27	50	50	40	40	40	30	17	17	17	59	59	59	89	89	14	59	74	25	25	63	63	63	39	35	16	16	16	68	68	68	68	68	68	39	39	39	27	15	37	37	20	6	26	26	56	20	20	20	20	20	13	13	13	13	63	63	36	16	16	16	65	57	59	59	59	59	34	37	37	37
68	97	135	100	100	100	146	146	146	57	135	114	114	60	147	129	114	122	103	103	100	100	0	1	88	135	135	45	63	109	69	103	103	162	162	162	101	115	99	99	99	15	15	101	101	101	101	18	18	136	136	136	126	103	57	108	61	108	108	108	108	108	69	127	101	101	125	125	125	130	109	109	109	76	76	76	16	16	105	56	29	103	103	42	42	42	125	113	93	93	93	81	81	33	33	33	33	133	133	133	85	87	72	72	88	102	83	83	50	92	92	92	92	80	98	98	98	98	51	51	121	92	107	107	63	60	57	57	57	57	68	121	121	121
68	97	135	100	100	100	146	146	146	57	135	114	114	60	147	129	114	122	103	103	100	100	1	0	88	135	135	45	63	109	69	103	103	162	162	162	101	115	99	99	99	15	15	101	101	101	101	18	18	136	136	136	126	103	57	108	61	108	108	108	108	108	69	127	101	101	125	125	125	130	109	109	109	76	76	76	16	16	105	56	29	103	103	42	42	42	125	113	93	93	93	81	81	33	33	33	33	133	133	133	85	87	72	72	88	102	83	83	50	92	92	92	92	80	98	98	98	98	51	51	121	92	107	107	63	60	57	57	57	57	68	121	121	121
22	22	52	15	15	15	61	61	61	47	52	48	48	33	62	57	30	37	18	18	25	25	88	88	0	51	51	47	36	32	50	30	30	78	78	78	16	30	14	14	14	79	79	24	24	24	24	81	81	53	53	53	48	25	47	39	27	33	31	31	31	31	20	52	26	26	41	41	41	54	32	32	32	35	35	35	77	77	39	47	60	18	18	51	51	51	40	29	15	15	15	44	44	56	56	56	56	56	56	56	19	15	25	25	17	29	17	17	45	11	11	11	11	9	21	21	21	21	45	45	36	14	29	29	41	33	47	47	47	47	22	36	36	36
69	46	14	36	36	36	10	10	10	94	13	49	49	80	11	48	32	18	35	35	44	44	135	135	51	0	1	94	83	32	82	47	47	32	32	32	35	25	37	37	37	126	126	36	36	36	36	128	128	13	13	13	28	42	94	48	75	46	29	29	29	29	67	43	50	50	20	20	20	43	28	28	28	67	67	67	125	125	49	94	106	35	35	99	99	99	15	31	45	45	45	75	75	103	103	103	103	29	29	29	65	54	72	72	58	49	63	63	92	47	47	47	47	55	39	39	39	39	92	92	19	46	30	30	78	80	94	94	94	94	69	23	23	23
69	46	14	36	36	36	10	10	10	94	13	49	49	80	11	48	32	18	35	35	44	44	135	135	51	1	0	94	83	32	82	47	47	32	32	32	35	25	37	37	37	126	126	36	36	36	36	128	128	13	13	13	28	42	94	48	75	46	29	29	29	29	67	43	50	50	20	20	20	43	28	28	28	67	67	67	125	125	49	94	106	35	35	99	99	99	15	31	45	45	45	75	75	103	103	103	103	29	29	29	65	54	72	72	58	49	63	63	92	47	47	47	47	55	39	39	39	39	92	92	19	46	30	30	78	80	94	94	94	94	69	23	23	23
28	56	94	59	59	59	105	105	105	19	94	75	75	26	106	89	74	81	62	62	59	59	45	45	47	94	94	0	23	68	39	64	64	121	121	121	59	74	58	58	58	35	35	60	60	60	60	37	37	95	95	95	85	62	18	69	20	67	67	67	67	67	27	86	70	70	84	84	84	89	68	68	68	44	44	44	34	34	65	18	19	62	62	12	12	12	84	73	52	52	52	50	50	13	13	13	13	92	92	92	44	46	31	31	47	62	43	43	5	50	50	50	50	39	57	57	57	57	10	10	80	51	66	66	33	26	19	19	19	19	28	80	80	80
17	44	82	47	47	47	93	93	93	25	83	52	52	39	94	67	63	69	50	50	46	46	63	63	36	83	83	23	0	57	55	41	41	110	110	110	48	63	46	46	46	53	53	49	49	49	49	55	55	83	83	83	73	50	25	46	11	47	56	56	56	56	18	65	58	58	73	73	73	69	57	57	57	48	48	48	52	52	43	25	36	50	50	25	25	25	72	61	40	40	40	60	60	31	31	31	31	80	80	80	22	34	13	13	27	40	21	21	20	39	39	39	39	28	46	46	46	46	27	27	68	39	54	54	48	39	25	25	25	25	17	69	69	69
43	18	28	30	30	30	41	41	41	68	28	28	28	63	42	34	32	27	27	27	16	16	109	109	32	32	32	68	57	0	79	20	20	63	63	63	29	27	31	31	31	100	100	13	13	13	13	102	102	29	29	29	24	12	68	19	49	18	9	9	9	9	41	29	47	47	30	30	30	31	10	10	10	64	64	64	99	99	20	68	83	27	27	73	73	73	29	30	19	19	19	72	72	77	77	77	77	30	30	30	38	26	46	46	31	22	36	36	66	24	24	24	24	29	16	16	16	16	72	72	26	20	14	14	72	63	68	68	68	68	43	29	29	29
49	71	86	55	55	55	92	92	92	33	87	97	97	20	93	106	58	67	58	58	74	74	69	69	50	82	82	39	55	79	0	79	79	103	103	103	56	61	56	56	56	59	59	71	71	71	71	61	61	87	87	87	97	74	33	88	49	81	70	70	70	70	47	101	38	38	68	68	68	103	69	69	69	21	21	21	58	58	87	32	40	58	58	46	46	46	70	57	62	62	62	13	13	42	42	42	42	103	103	103	64	62	52	52	63	78	62	62	35	57	57	57	57	56	68	68	68	68	29	29	66	61	67	67	12	20	33	33	33	33	49	64	64	64
38	8	45	35	35	35	57	57	57	63	45	24	24	62	58	35	41	40	30	30	5	5	103	103	30	47	47	64	41	20	79	0	1	79	79	79	33	38	34	34	34	94	94	16	16	16	16	96	96	46	46	46	35	9	63	17	44	11	18	18	18	18	36	31	55	55	44	44	44	33	20	20	20	64	64	64	93	93	13	63	77	30	30	66	66	66	43	40	21	21	21	73	73	72	72	72	72	42	42	42	27	20	35	35	23	5	25	25	61	25	25	25	25	25	18	18	18	18	67	67	39	21	21	21	70	62	63	63	63	63	38	42	42	42
38	8	45	35	35	35	57	57	57	63	45	24	24	62	58	35	41	40	30	30	5	5	103	103	30	47	47	64	41	20	79	1	0	79	79	79	33	38	34	34	34	94	94	16	16	16	16	96	96	46	46	46	35	9	63	17	44	11	18	18	18	18	36	31	55	55	44	44	44	33	20	20	20	64	64	64	93	93	13	63	77	30	30	66	66	66	43	40	21	21	21	73	73	72	72	72	72	42	42	42	27	20	35	35	23	5	25	25	61	25	25	25	25	25	18	18	18	18	67	67	39	21	21	21	70	62	63	63	63	63	38	42	42	42
96	78	38	63	63	63	27	27	27	121	38	79	79	107	28	73	50	42	63	63	76	76	162	162	78	32	32	121	110	63	103	79	79	0	1	1	62	47	64	64	64	153	153	68	68	68	68	155	155	37	37	37	53	72	121	78	102	77	61	61	61	61	94	72	68	68	38	38	38	68	60	60	60	93	93	93	152	152	79	121	133	63	63	126	126	126	39	51	75	75	75	92	92	130	130	130	130	53	53	53	92	84	99	99	89	81	90	90	119	75	75	75	75	83	70	70	70	70	119	119	43	76	62	62	105	107	121	121	121	121	96	41	41	41
96	78	38	63	63	63	27	27	27	121	38	79	79	107	28	73	50	42	63	63	76	76	162	162	78	32	32	121	110	63	103	79	79	1	0	1	62	47	64	64	64	153	153	68	68	68	68	155	155	37	37	37	53	72	121	78	102	77	61	61	61	61	94	72	68	68	38	38	38	68	60	60	60	93	93	93	152	152	79	121	133	63	63	126	126	126	39	51	75	75	75	92	92	130	130	130	130	53	53	53	92	84	99	99	89	81	90	90	119	75	75	75	75	83	70	70	70	70	119	119	43	76	62	62	105	107	121	121	121	121	96	41	41	41
96	78	38	63	63	63	27	27	27	121	38	79	79	107	28	73	50	42	63	63	76	76	162	162	78	32	32	121	110	63	103	79	79	1	1	0	62	47	64	64	64	153	153	68	68	68	68	155	155	37	37	37	53	72	121	78	102	77	61	61	61	61	94	72	68	68	38	38	38	68	60	60	60	93	93	93	152	152	79	121	133	63	63	126	126	126	39	51	75	75	75	92	92	130	130	130	130	53	53	53	92	84	99	99	89	81	90	90	119	75	75	75	75	83	70	70	70	70	119	119	43	76	62	62	105	107	121	121	121	121	96	41	41	41
34	25	36	2	2	2	45	45	45	59	37	51	51	45	46	59	15	21	2	2	28	28	101	101	16	35	35	59	48	29	56	33	33	62	62	62	0	15	2	2	2	91	91	21	21	21	21	93	93	37	37	37	47	27	59	42	40	35	20	20	20	20	32	54	24	24	25	25	25	56	18	18	18	41	41	41	90	90	41	59	72	2	2	64	64	64	24	14	15	15	15	49	49	68	68	68	68	53	53	53	30	22	37	37	27	32	28	28	57	12	12	12	12	20	19	19	19	19	57	57	20	14	17	17	49	45	59	59	59	59	34	21	21	21
49	35	30	16	16	16	35	35	35	74	31	55	55	59	36	61	9	7	17	17	34	34	115	115	30	25	25	74	63	27	61	38	38	47	47	47	15	0	17	17	17	106	106	24	24	24	24	107	107	30	30	30	44	33	74	46	54	41	20	20	20	20	47	56	29	29	10	10	10	57	18	18	18	46	46	46	104	104	47	74	86	17	17	78	78	78	10	8	29	29	29	53	53	83	83	83	83	49	49	49	44	37	52	52	41	38	43	43	72	27	27	27	27	35	24	24	24	24	72	72	5	29	18	18	58	59	74	74	74	74	49	6	6	6
33	27	38	1	1	1	47	47	47	57	39	53	53	44	48	61	16	23	4	4	30	30	99	99	14	37	37	58	46	31	56	34	34	64	64	64	2	17	0	1	1	89	89	23	23	23	23	91	91	39	39	39	50	29	58	44	38	37	22	22	22	22	30	56	24	24	27	27	27	58	20	20	20	41	41	41	88	88	43	57	70	4	4	62	62	62	26	15	15	15	15	49	49	66	66	66	66	55	55	55	28	20	36	36	25	34	26	26	55	11	11	11	11	19	20	20	20	20	56	56	22	14	19	19	49	44	57	57	57	57	33	23	23	23
33	27	38	1	1	1	47	47	47	57	39	53	53	44	48	61	16	23	4	4	30	30	99	99	14	37	37	58	46	31	56	34	34	64	64	64	2	17	1	0	1	89	89	23	23	23	23	91	91	39	39	39	50	29	58	44	38	37	22	22	22	22	30	56	24	24	27	27	27	58	20	20	20	41	41	41	88	88	43	57	70	4	4	62	62	62	26	15	15	15	15	49	49	66	66	66	66	55	55	55	28	20	36	36	25	34	26	26	55	11	11	11	11	19	20	20	20	20	56	56	22	14	19	19	49	44	57	57	57	57	33	23	23	23
33	27	38	1	1	1	47	47	47	57	39	53	53	44	48	61	16	23	4	4	30	30	99	99	14	37	37	58	46	31	56	34	34	64	64	64	2	17	1	1	0	89	89	23	23	23	23	91	91	39	39	39	50	29	58	44	38	37	22	22	22	22	30	56	24	24	27	27	27	58	20	20	20	41	41	41	88	88	43	57	70	4	4	62	62	62	26	15	15	15	15	49	49	66	66	66	66	55	55	55	28	20	36	36	25	34	26	26	55	11	11	11	11	19	20	20	20	20	56	56	22	14	19	19	49	44	57	57	57	57	33	23	23	23
59	88	125	90	90	90	136	136	136	48	126	105	105	51	137	119	105	112	93	93	91	91	15	15	79	126	126	35	53	100	59	94	94	153	153	153	91	106	89	89	89	0	1	92	92	92	92	11	11	126	126	126	116	93	47	99	51	98	99	99	99	99	59	118	92	92	116	116	116	121	100	100	100	66	66	66	1	1	95	47	20	93	93	32	32	32	115	103	83	83	83	71	71	23	23	23	23	124	124	124	75	78	62	62	79	92	74	74	41	82	82	82	82	71	89	89	89	89	42	42	111	82	97	97	54	51	48	48	48	48	59	112	112	112
59	88	125	90	90	90	136	136	136	48	126	105	105	51	137	119	105	112	93	93	91	91	15	15	79	126	126	35	53	100	59	94	94	153	153	153	91	106	89	89	89	1	0	92	92	92	92	11	11	126	126	126	116	93	47	99	51	98	99	99	99	99	59	118	92	92	116	116	116	121	100	100	100	66	66	66	1	1	95	47	20	93	93	32	32	32	115	103	83	83	83	71	71	23	23	23	23	124	124	124	75	78	62	62	79	92	74	74	41	82	82	82	82	71	89	89	89	89	42	42	111	82	97	97	54	51	48	48	48	48	59	112	112	112
35	12	33	24	24	24	46	46	46	60	34	34	34	53	47	43	27	27	19	19	11	11	101	101	24	36	36	60	49	13	71	16	16	68	68	68	21	24	23	23	23	92	92	0	1	1	1	93	93	35	35	35	34	10	60	25	40	19	7	7	7	7	33	37	41	41	31	31	31	39	8	8	8	55	55	55	90	90	25	60	75	19	19	64	64	64	30	26	9	9	9	65	65	69	69	69	69	41	41	41	30	19	38	38	23	16	29	29	58	14	14	14	14	21	3	3	3	3	64	64	26	10	6	6	62	53	60	60	60	60	35	27	27	27
35	12	33	24	24	24	46	46	46	60	34	34	34	53	47	43	27	27	19	19	11	11	101	101	24	36	36	60	49	13	71	16	16	68	68	68	21	24	23	23	23	92	92	1	0	1	1	93	93	35	35	35	34	10	60	25	40	19	7	7	7	7	33	37	41	41	31	31	31	39	8	8	8	55	55	55	90	90	25	60	75	19	19	64	64	64	30	26	9	9	9	65	65	69	69	69	69	41	41	41	30	19	38	38	23	16	29	29	58	14	14	14	14	21	3	3	3	3	64	64	26	10	6	6	62	53	60	60	60	60	35	27	27	27
35	12	33	24	24	24	46	46	46	60	34	34	34	53	47	43	27	27	19	19	11	11	101	101	24	36	36	60	49	13	71	16	16	68	68	68	21	24	23	23	23	92	92	1	1	0	1	93	93	35	35	35	34	10	60	25	40	19	7	7	7	7	33	37	41	41	31	31	31	39	8	8	8	55	55	55	90	90	25	60	75	19	19	64	64	64	30	26	9	9	9	65	65	69	69	69	69	41	41	41	30	19	38	38	23	16	29	29	58	14	14	14	14	21	3	3	3	3	64	64	26	10	6	6	62	53	60	60	60	60	35	27	27	27
35	12	33	24	24	24	46	46	46	60	34	34	34	53	47	43	27	27	19	19	11	11	101	101	24	36	36	60	49	13	71	16	16	68	68	68	21	24	23	23	23	92	92	1	1	1	0	93	93	35	35	35	34	10	60	25	40	19	7	7	7	7	33	37	41	41	31	31	31	39	8	8	8	55	55	55	90	90	25	60	75	19	19	64	64	64	30	26	9	9	9	65	65	69	69	69	69	41	41	41	30	19	38	38	23	16	29	29	58	14	14	14	14	21	3	3	3	3	64	64	26	10	6	6	62	53	60	60	60	60	35	27	27	27
61	90	127	92	92	92	138	138	138	49	128	107	107	52	139	121	107	114	95	95	92	92	18	18	81	128	128	37	55	102	61	96	96	155	155	155	93	107	91	91	91	11	11	93	93	93	93	0	1	128	128	128	118	95	49	101	53	100	101	101	101	101	61	119	94	94	118	118	118	122	102	102	102	68	68	68	10	10	97	49	21	95	95	34	34	34	117	105	85	85	85	73	73	25	25	25	25	125	125	125	77	80	64	64	80	94	75	75	42	84	84	84	84	72	91	91	91	91	44	44	113	84	99	99	56	52	49	49	49	49	61	113	113	113
61	90	127	92	92	92	138	138	138	49	128	107	107	52	139	121	107	114	95	95	92	92	18	18	81	128	128	37	55	102	61	96	96	155	155	155	93	107	91	91	91	11	11	93	93	93	93	1	0	128	128	128	118	95	49	101	53	100	101	101	101	101	61	119	94	94	118	118	118	122	102	102	102	68	68	68	10	10	97	49	21	95	95	34	34	34	117	105	85	85	85	73	73	25	25	25	25	125	125	125	77	80	64	64	80	94	75	75	42	84	84	84	84	72	91	91	91	91	44	44	113	84	99	99	56	52	49	49	49	49	61	113	113	113
70	45	1	38	38	38	16	16	16	94	1	45	45	82	16	43	38	24	36	36	43	43	136	136	53	13	13	95	83	29	87	46	46	37	37	37	37	30	39	39	39	126	126	35	35	35	35	128	128	0	1	1	23	38	95	44	75	43	28	28	28	28	67	39	55	55	26	26	26	38	27	27	27	72	72	72	125	125	45	94	109	36	36	99	99	99	20	36	44	44	44	80	80	103	103	103	103	23	23	23	64	53	73	73	57	48	63	63	92	47	47	47	47	56	38	38	38	38	94	94	25	45	29	29	80	82	94	94	94	94	70	29	29	29
70	45	1	38	38	38	16	16	16	94	1	45	45	82	16	43	38	24	36	36	43	43	136	136	53	13	13	95	83	29	87	46	46	37	37	37	37	30	39	39	39	126	126	35	35	35	35	128	128	1	0	1	23	38	95	44	75	43	28	28	28	28	67	39	55	55	26	26	26	38	27	27	27	72	72	72	125	125	45	94	109	36	36	99	99	99	20	36	44	44	44	80	80	103	103	103	103	23	23	23	64	53	73	73	57	48	63	63	92	47	47	47	47	56	38	38	38	38	94	94	25	45	29	29	80	82	94	94	94	94	70	29	29	29
70	45	1	38	38	38	16	16	16	94	1	45	45	82	16	43	38	24	36	36	43	43	136	136	53	13	13	95	83	29	87	46	46	37	37	37	37	30	39	39	39	126	126	35	35	35	35	128	128	1	1	0	23	38	95	44	75	43	28	28	28	28	67	39	55	55	26	26	26	38	27	27	27	72	72	72	125	125	45	94	109	36	36	99	99	99	20	36	44	44	44	80	80	103	103	103	103	23	23	23	64	53	73	73	57	48	63	63	92	47	47	47	47	56	38	38	38	38	94	94	25	45	29	29	80	82	94	94	94	94	70	29	29	29
